Churn,tenure,MonthlyCharges,TotalCharges,PhoneService,Contract.xOne.year,Contract.xTwo.year,PaperlessBilling,PaymentMethod.xCredit.card..automatic.,PaymentMethod.xElectronic.check,PaymentMethod.xMailed.check,gender,SeniorCitizen,Partner,Dependents,MultipleLines.xNo.phone.service,MultipleLines.xYes,InternetService.xFiber.optic,InternetService.xNo,OnlineSecurity.xNo.internet.service,OnlineSecurity.xYes,OnlineBackup.xNo.internet.service,OnlineBackup.xYes,DeviceProtection.xNo.internet.service,DeviceProtection.xYes,TechSupport.xNo.internet.service,TechSupport.xYes,StreamingTV.xNo.internet.service,StreamingTV.xYes,StreamingMovies.xNo.internet.service,StreamingMovies.xYes,prob
0,1.408753229,-0.352264089,0.685953416,1,0,1,1,0,0,0,1,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0.010969238
0,-1.157933811,-0.4818926,-0.911516916,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.341480084
0,0.716155139,0.506940273,0.775949259,1,1,0,1,0,0,0,0,0,1,1,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0,1,0.080919029
0,-0.913487426,0.003383364,-0.704857344,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0.153140567
1,1.042083652,1.484139818,1.703413773,1,0,1,1,0,0,0,0,0,1,0,0,1,1,0,0,1,0,1,0,1,0,0,0,1,0,1,0.074771492
0,0.91986046,-0.265845082,0.365607918,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0.01179989
1,0.43096769,1.527349322,1.060803749,1,0,0,1,0,0,0,1,1,1,1,0,1,1,0,0,0,0,1,0,1,0,1,0,1,0,1,0.409333157
0,-0.139407208,0.648202112,0.032843877,1,0,0,1,0,1,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0.620450737
0,1.571717486,0.834335359,1.790828854,1,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0.013241924
0,0.879119396,-0.624816343,0.062092526,0,0,1,0,1,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0.027757957
0,0.43096769,0.719663983,0.569620554,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0.034269033
0,-1.280157004,-0.631463959,-0.987086955,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.358563735
0,1.61245855,1.651992121,2.668398613,1,0,1,1,0,0,1,1,1,1,0,0,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0.047344577
0,1.245788973,-0.470259272,0.413782164,1,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.012583354
1,-0.913487426,1.121844749,-0.562363925,1,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0.691767576
0,-0.95422849,0.937373406,-0.623375813,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0.536100538
1,-1.280157004,-1.490668322,-0.99849084,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0.237838264
0,1.286530037,0.317483218,1.092412583,1,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,1,0.017098524
0,-1.198674875,0.998863853,-0.859173745,1,0,0,1,0,1,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0.801293583
0,0.186521305,-0.324011721,-0.111414166,1,0,0,1,0,0,1,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.181630239
1,-0.95422849,-0.209340346,-0.769133787,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0.409665008
0,-1.198674875,-1.168258948,-0.967565798,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.37685726
0,1.61245855,1.452563642,2.523633241,1,1,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,1,0,1,0,1,0,1,0.100390868
0,-0.220889336,-1.49399213,-0.79994854,1,0,1,0,1,0,0,1,0,0,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0.016832819
0,1.408753229,1.349525595,2.076146557,1,1,0,1,0,1,0,1,0,1,1,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0.161479649
0,-0.424594657,0.467054577,-0.301331864,1,0,0,1,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0.504160854
0,0.634673011,0.344073682,0.657035634,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0.11891583
0,0.960601524,-0.116273723,0.469169311,1,0,1,1,1,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0.015990846
0,-0.913487426,1.007173373,-0.625647767,1,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0.611311904
0,-0.95422849,0.156278531,-0.719106686,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0.297458404
0,0.105039177,-1.513934977,-0.734811842,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0.061959074
0,0.879119396,0.30584989,0.721665002,1,0,0,0,0,0,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.191922233
1,-1.280157004,0.362354626,-0.973896388,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0.688141314
0,0.390226626,0.985568622,0.723716378,1,1,0,1,1,0,0,0,0,1,1,0,1,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0.18287826
0,-0.2616304,0.701383039,-0.038314601,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0.390376923
0,-0.628299977,-0.309054586,-0.595185939,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0.24282433
0,-1.280157004,-0.533411624,-0.985785544,1,0,0,1,0,0,1,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.358563735
1,0.023557049,1.316287515,0.496873914,1,0,0,1,0,1,0,0,0,1,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0.587235423
0,1.571717486,-0.613183016,0.472080942,0,0,1,0,1,0,0,1,1,1,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0.01106991
1,-0.791264234,0.533530737,-0.562297752,1,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0.672746322
0,0.349485562,1.130154269,0.739311246,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,1,0.095202511
0,0.349485562,-1.49399213,-0.649756948,1,0,1,1,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0.0146185
1,1.001342588,1.600473097,1.844782244,1,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,1,0,0,0,1,0,1,0.077209787
0,0.879119396,0.500292657,0.893318838,1,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0.250741136
0,1.61245855,0.842644879,1.955710944,1,0,1,1,0,0,0,0,1,1,1,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0.01793575
0,1.286530037,-0.338968857,0.503005984,0,0,1,1,0,1,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0.039601796
1,1.449494293,1.607120713,2.458430371,1,0,1,1,0,1,0,1,0,1,1,0,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0.076498596
0,0.349485562,0.98058291,0.710393464,1,0,0,1,0,0,0,0,0,1,1,0,1,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0.344524689
0,1.61245855,1.329582747,2.288188234,1,0,1,1,0,0,0,1,0,1,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0.047344577
0,-0.872746362,0.455421249,-0.621633247,1,0,0,1,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0.687850522
1,0.756896203,-0.182749882,0.322639315,0,1,0,0,0,1,0,1,0,1,1,1,0,0,0,0,1,0,1,0,1,0,0,0,1,0,1,0.093553572
0,1.61245855,-1.337773155,-0.23495993,1,0,1,0,0,1,0,0,0,1,0,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0.007162171
0,1.245788973,0.543502161,1.297528109,1,1,0,1,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0.072242253
1,-0.017184015,0.703044943,0.152331005,1,0,0,1,1,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0.418084978
0,1.286530037,0.932387694,1.631152405,1,1,0,1,0,1,0,0,0,1,1,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0.176088752
0,0.756896203,-1.336111251,-0.448611826,1,1,0,1,0,0,0,1,0,0,0,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0.031595659
1,-1.239415939,0.742930639,-0.926229472,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0.595012949
0,-0.05792508,0.85594011,0.285185162,1,0,0,1,1,0,0,1,0,1,0,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0.426557286
0,0.634673011,1.067001917,0.966197825,1,0,1,1,0,0,0,1,0,1,0,0,1,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0.074865264
0,1.61245855,-1.319492211,-0.217666611,1,0,1,1,1,0,0,1,1,0,0,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0.006958302
0,-0.994969555,-1.480696898,-0.937434836,1,0,0,0,0,0,1,1,0,1,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0.144345863
0,1.042083652,-1.341096963,-0.33955804,1,0,1,1,1,0,0,1,0,0,0,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0.011265952
1,-0.95422849,0.65152592,-0.684145065,1,0,0,1,1,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0.692969993
0,-0.587558913,-0.4818926,-0.606391303,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.236496305
0,0.716155139,0.61828784,0.80749192,1,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0.358067322
1,-1.280157004,0.192840419,-0.976146284,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.688141314
0,0.227262369,-1.487344514,-0.708099841,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0.025567114
0,0.512449818,-0.461949753,0.006727436,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.10816234
1,-0.994969555,0.638230688,-0.736686756,1,0,0,1,0,1,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0.772196775
0,-0.017184015,0.382297474,0.053313519,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,1,0.160413042
0,1.12356578,0.525221217,1.174974946,1,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0.01959669
0,-0.95422849,-1.498977841,-0.927574998,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0.140109312
0,-1.117192747,-0.446992617,-0.89157666,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.413739139
0,1.001342588,0.852616302,1.299866236,1,0,1,1,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0.05589278
1,-1.157933811,1.163392348,-0.811925928,1,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0.659529947
0,-0.546817849,-0.166130843,-0.508410535,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0.297175385
0,1.042083652,0.98058291,1.467659957,1,1,0,1,0,1,0,0,0,1,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0.20838224
1,-1.035710619,0.541840257,-0.752899242,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0.641774415
0,0.838378331,1.180011388,1.28707271,1,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0.134757471
0,0.349485562,-1.512273073,-0.666542937,1,0,1,0,0,0,0,0,0,1,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0.010419051
0,0.553190882,-1.502301649,-0.631779837,1,0,0,0,0,1,0,1,0,1,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0.061379016
0,0.023557049,-0.129568955,-0.110046582,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0.203197587
1,-1.198674875,-1.312844595,-0.972992018,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.467316302
1,-0.343112528,1.146773308,0.065312965,1,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0.491659067
0,-0.05792508,-1.455768338,-0.699497297,1,0,1,0,0,0,1,0,0,1,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0.014681712
1,-1.157933811,-0.146187995,-0.887231273,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0.334970607
1,-1.239415939,-1.344420771,-0.988829521,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.475970245
1,-1.280157004,0.513587889,-0.971889127,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0.688141314
0,1.571717486,0.571754528,1.639578487,1,0,1,1,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0.013458225
0,0.593931947,0.041607156,0.325639176,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0.047509441
0,0.553190882,-1.326139827,-0.489021725,1,1,0,0,0,1,0,1,0,1,1,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0.03842349
0,-1.280157004,-0.691292503,-0.987881036,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.365279866
0,-0.302371464,0.701383039,-0.037167595,1,0,0,0,0,1,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0.40493575
0,0.023557049,0.33077845,0.074996341,1,1,0,0,1,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0.07523448
1,0.675414075,1.138463789,1.133969487,1,0,0,1,0,0,0,1,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0.360062506
1,0.91986046,0.430492689,0.959448137,1,0,0,1,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0.319210113
1,-1.280157004,0.167911859,-0.976477151,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.688141314
1,-1.239415939,0.478687905,-0.931038073,1,0,0,0,0,1,0,0,1,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0.677060117
0,1.042083652,-1.479034994,-0.508123784,1,0,1,0,1,0,0,1,0,0,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0.005800305
0,1.571717486,1.359497019,2.289092604,1,1,0,1,0,0,0,1,0,1,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0.103571089
1,-0.180148272,1.213249468,0.233327264,1,0,0,1,1,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0.538474424
0,0.471708754,-0.357249801,0.040542051,0,0,1,1,1,0,0,1,0,1,1,1,0,0,0,0,1,0,1,0,1,0,1,0,0,0,1,0.053865521
0,-0.994969555,-0.337306953,-0.794544378,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0.237287902
0,-0.343112528,0.60997832,-0.110399507,1,1,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0.228859614
1,-1.280157004,0.686425904,-0.969595116,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0.688141314
0,1.61245855,-1.322816019,-0.212085987,1,0,1,1,0,0,0,1,1,1,0,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0.006958302
0,-0.95422849,-1.505625457,-0.928391136,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0.24983544
0,0.105039177,-1.48568261,-0.722966801,1,1,0,1,1,0,0,0,0,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0.039412612
0,-0.465335721,0.641554496,-0.240805248,1,0,0,1,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0.683366989
0,-1.198674875,-0.009911868,-0.929030813,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0.424303585
0,1.042083652,0.648202112,1.161607917,1,0,1,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0.041301563
1,-1.239415939,0.821040127,-0.936045195,1,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0.747669768
0,-0.994969555,-1.498977841,-0.949831323,1,0,1,0,0,0,1,1,0,1,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0.032058477
1,-1.239415939,1.007173373,-0.927773518,1,0,0,1,1,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,1,0.674949411
0,-0.05792508,0.543502161,0.15760282,1,0,0,1,0,1,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0.5190099
0,-0.913487426,-0.624816343,-0.79019899,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2249476
0,1.61245855,1.115197133,2.049655134,1,0,1,0,0,0,0,1,1,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0.034068966
0,1.327271101,-1.319492211,-0.246297642,1,0,1,1,0,0,0,1,0,0,0,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0.008856227
1,-1.239415939,-0.81094959,-0.973256711,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0.468721853
0,1.571717486,1.306316091,2.262667354,1,1,0,1,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0.103571089
0,1.449494293,0.586711664,1.483740096,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0.014913977
0,1.61245855,0.849292494,1.888192003,1,0,1,1,0,0,0,0,0,1,1,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0.033969583
0,0.349485562,1.158406636,0.854541217,1,0,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,1,0.095202511
0,1.571717486,-1.334449347,-0.227879375,1,0,1,1,0,0,1,1,1,0,0,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0.007202426
0,-1.280157004,-1.356054098,-0.996704158,1,0,0,0,0,0,1,0,0,0,1,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0.229688173
0,0.838378331,0.162926147,0.638043864,1,0,1,1,0,0,1,1,0,1,1,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0.017715627
0,0.43096769,0.892501998,0.737083407,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0.339136033
1,-1.239415939,0.500292657,-0.940037657,1,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0.680640255
0,1.327271101,1.138463789,1.823474404,1,0,1,1,1,0,0,0,0,1,1,0,1,1,0,0,1,0,1,0,0,0,1,0,1,0,0,0.04291662
0,0.675414075,-0.314040298,0.15469119,1,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.085556551
0,-0.994969555,-1.49399213,-0.942618421,1,0,1,1,0,0,1,0,0,1,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0.044586827
0,1.368012165,-1.498977841,-0.454170393,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0.004399503
0,1.490235358,0.486997425,1.420191561,1,0,1,1,1,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0.014138636
0,1.530976422,1.088606669,1.934800145,1,0,0,1,1,0,0,1,0,1,1,0,1,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0.161066099
1,1.490235358,1.386087483,2.234676,1,0,1,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0.052271543
0,-0.872746362,0.003383364,-0.699695817,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0.148690747
0,-0.424594657,0.164588051,-0.325529276,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0.275884233
1,-1.280157004,-1.508949265,-0.998733476,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0.177036556
0,0.716155139,-1.47737309,-0.593068389,1,1,0,1,0,0,1,1,0,1,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0.023790651
0,0.308744498,-0.483554504,-0.11459049,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.059801893
0,-0.832005298,-1.484020706,-0.89228251,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0.085831884
0,-0.95422849,-0.176102267,-0.773457116,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0.297458404
0,-0.994969555,-0.511806872,-0.827189929,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.310963476
0,1.61245855,-1.512273073,-0.431671432,1,0,1,0,1,0,0,1,0,1,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0.003574944
0,-0.343112528,-1.336111251,-0.745840745,1,1,0,0,0,1,0,1,0,0,0,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0.079009516
0,0.960601524,0.131349971,0.672630502,1,1,0,1,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0.066714096
1,-1.280157004,0.857602014,-0.967323162,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0.688789958
0,1.245788973,-1.505625457,-0.471243134,1,0,1,0,1,0,0,0,0,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0.004880237
0,0.716155139,1.316287515,1.30123382,1,1,0,1,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0.193275532
0,-1.198674875,-1.470725474,-0.981969544,1,1,0,1,1,0,0,0,0,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0.110843711
1,0.023557049,0.633244976,0.191020394,1,0,0,1,1,0,0,1,1,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0.409660731
0,1.205047909,0.807744895,1.471255379,1,0,0,1,0,1,0,1,1,1,0,0,1,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0.268842608
1,-1.280157004,0.354045106,-0.974006677,1,0,0,1,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.753603961
0,-0.669041042,0.324130834,-0.490918696,1,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0.47465453
0,0.105039177,-1.48568261,-0.718202316,1,0,1,0,0,0,1,1,0,1,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0.01280192
0,1.571717486,-1.341096963,-0.24380511,1,0,1,0,0,0,0,1,0,1,0,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0.005122314
0,-1.076451683,-1.482358802,-0.952742953,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0.153138127
0,-1.280157004,-0.676335367,-0.987682516,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.284040252
0,-0.913487426,-1.527230209,-0.935295229,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0.135977344
0,-0.017184015,-1.495654033,-0.739201346,1,1,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0.031304799
1,-1.280157004,0.169573763,-0.976455093,1,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.688141314
0,1.61245855,0.772844911,1.869398754,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0.012795731
0,1.61245855,-1.319492211,-0.187690055,1,0,1,0,0,0,0,0,0,1,1,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0.004948343
1,0.716155139,1.005511469,1.149387893,1,0,0,1,0,1,0,0,1,1,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0.358067322
1,-0.791264234,0.658173536,-0.515314628,1,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0.7402206
0,1.408753229,1.356173211,2.13027641,1,1,0,1,0,1,0,0,1,1,0,0,1,1,0,0,1,0,1,0,0,0,0,0,1,0,1,0.161479649
0,-0.05792508,0.987230526,0.307000331,1,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0.523862445
